2.9505,-0.589618
2.95298,-0.572389
2.9554,-0.555234
2.9576,-0.537824
2.95992,-0.521079
2.96213,-0.504121
2.96416,-0.486769
2.96675,-0.46977
2.96924,-0.452287
2.97195,-0.434739
2.97453,-0.417056
2.97691,-0.398747
2.97913,-0.379872
2.98136,-0.360718
2.98335,-0.341232
2.98522,-0.321326
2.98725,-0.301606
2.98909,-0.281241
2.99083,-0.260567
2.99286,-0.239697
2.99495,-0.21929
2.99701,-0.198426
2.99968,-0.178318
3.00237,-0.158497
3.00477,-0.138188
3.00665,-0.117101
3.00898,-0.0961095
3.01154,-0.0757515
3.01365,-0.055084
3.01546,-0.0340749
3.0176,-0.0138325
3.01951,0.00696793
3.02139,0.0274141
3.02316,0.048562
3.0249,0.0699466
3.02714,0.0909783
3.02947,0.111542
3.03194,0.132238
3.03491,0.151764
3.03812,0.170969
3.04123,0.190698
3.04451,0.210154
3.04794,0.229239
3.05209,0.247301
3.05577,0.266164
3.05916,0.285363
3.06201,0.304788
3.06411,0.325138
3.06624,0.344403
3.06798,0.363334
3.06951,0.381849
3.07104,0.400003
3.07308,0.417035
3.07487,0.434133
3.07598,0.451688
3.07643,0.470061
3.07713,0.487401
3.07847,0.50343
3.07904,0.520044
3.07903,0.536911
3.07914,0.552852
3.07913,0.568772
3.07872,0.584931
3.07761,0.601102
3.07684,0.616572
3.07639,0.630802
3.07582,0.644996
3.07574,0.657871
3.07574,0.670307
3.07597,0.681849
3.07602,0.693117
3.07548,0.70471
3.07541,0.715625
3.07538,0.726286
3.07543,0.736112
3.07594,0.745329
3.07651,0.754758
3.07777,0.764123
3.08043,0.771908
3.08473,0.777774
3.0898,0.78279
3.09521,0.78697
3.10068,0.790331
3.10648,0.793069
3.11337,0.794025
3.12118,0.79415
3.13068,0.792618
3.14196,0.789079
3.15392,0.784967
3.16794,0.777918
3.18256,0.7709
3.198,0.763534
3.21462,0.754509
3.2305,0.746564
3.24693,0.737531
3.26355,0.728259
3.27989,0.719448
3.29576,0.711511
3.31116,0.704573
3.32621,0.697876
3.3408,0.690908
3.35494,0.684549
3.36828,0.679408
3.38108,0.675337
3.39326,0.672219
3.40538,0.669305
3.41715,0.667339
3.4286,0.666097
3.43995,0.665746
3.45147,0.665304
3.4633,0.665259
3.47533,0.665552
3.48646,0.667781
3.49787,0.670154
3.50874,0.673747
3.51902,0.677514
3.52863,0.682441
3.53686,0.689456
3.5439,0.698262
3.54977,0.708416
3.56024,0.709238
3.57529,0.699625
3.59427,0.680693
3.61762,0.65205
3.63966,0.626041
3.65903,0.603929
3.67641,0.584485
3.69169,0.567234
3.70553,0.551998
3.71709,0.539718
3.72625,0.530299
3.73347,0.523334
3.73821,0.519924
3.74159,0.518588
3.74377,0.519307
3.75097,0.511085
3.75614,0.506058
3.76548,0.492203
3.77971,0.468514
3.79853,0.435218
3.82196,0.392964
3.84362,0.353687
3.86289,0.317688
3.88115,0.28314
3.8981,0.25037
3.914,0.219249
3.92907,0.189777
3.94373,0.161778
3.95754,0.135698
3.97157,0.110223
3.98516,0.086244
3.99925,0.0626403
4.01349,0.0396059
4.02749,0.0176663
4.04065,-0.00250766
4.05346,-0.0221956
4.06656,-0.0422662
4.07978,-0.0622464
4.09304,-0.0816147
4.10633,-0.100699
4.11939,-0.118712
4.13216,-0.135891
4.14466,-0.152001
4.15784,-0.168154
4.1707,-0.183423
4.18357,-0.198862
4.19571,-0.213465
4.20745,-0.227769
4.21895,-0.24149
4.23072,-0.255825
4.24212,-0.26978
4.25266,-0.282775
4.2637,-0.29645
4.27474,-0.310145
4.28569,-0.323116
4.2967,-0.335858
4.30828,-0.34864
4.31979,-0.360809
4.33131,-0.373023
4.34317,-0.385183
4.35526,-0.39716
4.36745,-0.409043
4.37881,-0.419789
4.39132,-0.431795
4.40411,-0.444247
4.417,-0.456749
4.4298,-0.469013
4.44265,-0.481527
4.45621,-0.494869
4.47005,-0.508281
4.48316,-0.520695
4.49627,-0.532874
4.50901,-0.544387
4.52187,-0.556159
4.53496,-0.568216
4.54765,-0.579585
4.55994,-0.590941
4.57243,-0.603014
4.58522,-0.615443
4.59777,-0.627662
4.61056,-0.640029
4.62334,-0.651872
4.636,-0.662858
4.64856,-0.673082
4.66116,-0.683049
4.67363,-0.692846
4.68581,-0.702107
4.6977,-0.711193
4.70961,-0.720382
4.72147,-0.729267
4.7335,-0.738377
4.74555,-0.747637
4.75727,-0.757034
4.76962,-0.767166
4.78179,-0.776935
4.79364,-0.785961
4.80601,-0.795582
4.81854,-0.805175
4.83121,-0.814903
4.8439,-0.824983
4.857,-0.835592
4.86999,-0.845984
4.88264,-0.855724
4.89472,-0.865411
4.90679,-0.87523
4.91817,-0.884349
4.92883,-0.892473
4.9387,-0.899675
4.94865,-0.906923
4.95814,-0.913615
4.96746,-0.920026
4.97669,-0.92621
4.9862,-0.932244
4.99591,-0.938053
5.00497,-0.942625
5.01297,-0.945452
5.02051,-0.947745
5.02748,-0.949368
5.03412,-0.950402
5.04042,-0.950916
5.04574,-0.950327
5.05036,-0.948776
5.05416,-0.946059
5.05733,-0.942306
5.05998,-0.937376
5.06148,-0.930698
5.06262,-0.923427
5.06238,-0.915019
5.06147,-0.905762
5.05971,-0.895374
5.05741,-0.884092
5.05476,-0.872077
5.0522,-0.859726
5.04957,-0.846892
5.04732,-0.833584
5.04465,-0.819039
5.04226,-0.803885
5.04035,-0.788843
5.03959,-0.774689
5.03974,-0.760629
5.04026,-0.745885
5.04097,-0.731023
5.04187,-0.715541
5.04316,-0.699983
5.04441,-0.683509
5.04563,-0.666526
5.04667,-0.649078
5.04761,-0.630706
5.04824,-0.611808
5.04891,-0.592327
5.05023,-0.57312
5.05115,-0.553019
5.05222,-0.532508
5.05305,-0.511208
5.05432,-0.489496
5.05632,-0.468182
5.05804,-0.446361
5.06026,-0.424283
5.06213,-0.400902
5.06414,-0.376834
5.06609,-0.352652
5.06754,-0.327801
5.06852,-0.301855
5.06901,-0.275132
5.07005,-0.248695
5.07066,-0.222147
5.07077,-0.194981
5.07028,-0.167019
5.0696,-0.138849
5.06791,-0.109815
5.06658,-0.0812253
5.06482,-0.052029
5.06348,-0.0233315
5.06123,0.00586686
5.05945,0.0343971
5.05745,0.0633051
5.05619,0.0917879
5.05656,0.118446
5.05685,0.145034
5.0574,0.171469
5.05824,0.19775
5.05873,0.224007
5.0586,0.251191
5.05949,0.277265
5.06033,0.303185
5.06136,0.329483
5.06313,0.355275
5.06394,0.382263
5.06501,0.409089
5.0665,0.435215
5.06804,0.461003
5.06931,0.487006
5.07019,0.512982
5.07088,0.538771
5.07148,0.564137
5.07174,0.589487
5.0719,0.614299
5.07151,0.639219
5.07117,0.663512
5.07062,0.687537
5.06932,0.711515
5.06801,0.734772
5.06595,0.757638
5.06309,0.780437
5.0597,0.802974
5.05705,0.824156
5.05554,0.843551
5.05463,0.861814
